Food,Compound,Mean
Fenugreek,L-Serine,0.022979675
Fenugreek,Selenium,2.88E-05
Fenugreek,Folic acid,1.80E-06
Fenugreek,beta-Carotene,0.000271091
Fenugreek,Lutein,0.000720507
Fenugreek,Chlorine,0.002972092
Fenugreek,Iron,0.000567399
Fenugreek,Fenugreekine,0.000328731
Common wheat,Phytic acid,0.050487158
Common wheat,L-Tyrosine,0.005204862
Common wheat,L-Lysine,0.017176043
Common wheat,Glycine,0.005446888
Common wheat,Syringic acid,4.16E-06
Common wheat,L-Alanine,0.003423758
Common wheat,alpha-Tocopherol,0.001914348
Common wheat,Pyridoxine,8.12E-06
Common wheat,Raffinose,0.003435209
Common wheat,Choline,5.00E-05
Common wheat,Gentisic acid,3.12E-06
Common wheat,Vanillic acid,2.71E-05
Common wheat,Nicotinic acid,4.84E-05
Common wheat,Starch,0.698492429
Common wheat,Sucrose,0.035080767
Common wheat,L-Leucine,0.023942363
Common wheat,L-Tryptophan,0.002081945
Common wheat,Arginine,0.008327779
Common wheat,gamma-Tocopherol,0.000294595
Common wheat,Caffeic acid,3.64E-06
Common wheat,p-Coumaric acid,2.19E-05
Common wheat,Isoferulic acid,3.12E-06
Common wheat,Calcium,0.005881494
Common wheat,Phosphorus,0.003955695
Common wheat,Potassium,0.023265731
Common wheat,Sodium,0.001665556
Common wheat,Boron,8.85E-06
Common wheat,Cobalt,9.37E-08
Common wheat,Copper,3.23E-06
Common wheat,Manganese,5.47E-05
Common wheat,Sulfur,0.002186042
Common wheat,Zinc,1.61E-05
Common wheat,Arsenic,8.22E-08
Common wheat,Cadmium,2.62E-07
Common wheat,Lead,1.72E-06
Common wheat,Mercury,8.22E-08
Common wheat,Isochlorogenic acid,1.04E-06
Common wheat,Pantothenic acid,2.43E-05
Common wheat,Betaine,8.54E-05
Common wheat,4-Hydroxybenzoic acid,7.81E-06
Common wheat,trans-Sinapic acid,1.51E-05
Common wheat,o-Coumaric acid,7.81E-06
Common wheat,beta-D-Glucopyranose,0.000936875
Common wheat,L-Histidine,0.003643403
Common wheat,L-Threonine,0.004684375
Common wheat,Riboflavine,2.65E-05
Common wheat,L-Isoleucine,0.014053126
Common wheat,D-Fructose,0.000624583
Common wheat,L-Glutamic acid,0.053089589
Common wheat,L-Cystine,0.002728388
Common wheat,L-Aspartic acid,0.005758138
Common wheat,Ergosterol,1.25E-05
Common wheat,L-Cysteine,0.001400628
Common wheat,L-Methionine,0.002602431
Common wheat,L-Serine,0.004459005
Common wheat,Ferulic acid,2.45E-05
Common wheat,Nickel,2.47E-06
Common wheat,Folic acid,4.68E-07
Common wheat,Biotin,0.00022485
Common wheat,beta-Carotene,1.15E-07
Common wheat,Chlorine,0.002118379
Common wheat,Iron,0.000437208
Common wheat,Pectic acid,0.01051382
Highbush blueberry,L-Tyrosine,0.015596905
Highbush blueberry,L-Lysine,0.023395358
Highbush blueberry,Glycine,0.054563174
Highbush blueberry,L-Alanine,0.054589168
Highbush blueberry,alpha-Tocopherol,0.003483309
Highbush blueberry,Pyridoxine,7.28E-05
Highbush blueberry,Vanillin,1.56E-06
Highbush blueberry,Phenol,1.82E-06
Highbush blueberry,Nicotinic acid,0.000712259
Highbush blueberry,L-Ascorbic acid,0.026072827
Highbush blueberry,Hexyl acetate,1.14E-05
Highbush blueberry,L-Leucine,0.077984526
Highbush blueberry,L-Tryptophan,0.005848839
Highbush blueberry,Arginine,0.066286847
Highbush blueberry,Calcium,0.011905638
Highbush blueberry,Phosphorus,0.020042023
Highbush blueberry,Potassium,0.175153246
Highbush blueberry,Sodium,0.012217576
Highbush blueberry,Boron,0.000340532
Highbush blueberry,Copper,0.000116977
Highbush blueberry,Manganese,0.000597881
Highbush blueberry,Zinc,0.000207959
Highbush blueberry,1-Pentanol,1.04E-06
Highbush blueberry,Pantothenic acid,0.000179364
Highbush blueberry,Benzyl alcohol,2.34E-06
Highbush blueberry,L-Histidine,0.021185796
Highbush blueberry,L-Threonine,0.035093037
Highbush blueberry,2-Phenylethanol,8.32E-06
Highbush blueberry,Riboflavine,0.00010138
Highbush blueberry,Eugenol,1.04E-06
Highbush blueberry,Phytomenadione,0.015596905
Highbush blueberry,L-Isoleucine,0.040941876
Highbush blueberry,L-Glutamic acid,0.161765902
Highbush blueberry,L-Cystine,0.013647292
Highbush blueberry,L-Aspartic acid,0.101353889
Highbush blueberry,L-Methionine,0.021445745
Highbush blueberry,L-Serine,0.038992263
Highbush blueberry,Geraniol,1.04E-06
Highbush blueberry,Hexanoic acid,2.60E-06
Highbush blueberry,alpha-Terpineol,1.04E-06
Highbush blueberry,Citronellol,1.04E-06
Highbush blueberry,Folic acid,1.43E-05
Highbush blueberry,beta-Carotene,0.000116977
Highbush blueberry,Farnesol,2.08E-06
Highbush blueberry,Linalool,1.56E-06
Highbush blueberry,Nerol,2.60E-06
Highbush blueberry,Iron,0.000337933
American cranberry,alpha-Tocopherol,0.00712986
American cranberry,Pyridoxine,0.000475324
American cranberry,Nicotinic acid,0.000736752
American cranberry,L-Ascorbic acid,0.085399884
American cranberry,Parasorbic acid,0.013309073
American cranberry,Calcium,0.097203764
American cranberry,Chromium,7.13E-06
American cranberry,Phosphorus,0.092292082
American cranberry,Potassium,0.556683658
American cranberry,Sodium,0.013863617
American cranberry,Aluminum,0.001346751
American cranberry,Boron,0.000712986
American cranberry,Copper,0.000411947
American cranberry,Manganese,0.015955043
American cranberry,Molybdenum,6.34E-05
American cranberry,Sulfur,0.044759679
American cranberry,Zinc,0.001584413
American cranberry,Cadmium,2.06E-05
American cranberry,Lead,0.000174285
American cranberry,Mercury,6.34E-07
American cranberry,Pantothenic acid,0.001441816
American cranberry,Benzoic acid,0.019646727
American cranberry,Quercetin,0.027727235
American cranberry,Riboflavine,0.000150519
American cranberry,Nickel,3.41E-05
American cranberry,Folic acid,2.38E-05
American cranberry,beta-Carotene,0.000221818
American cranberry,Lutein,0.000180623
American cranberry,Iron,0.003406489
Bilberry,Peonidin 3-glucoside,0.000897093
Bilberry,Vanillin,6.85E-08
Bilberry,Phenol,1.37E-07
Bilberry,Chinese tannin,0.388055586
Bilberry,(-)-Quinic acid,0.159787594
Bilberry,Arbutin,0.068480398
Bilberry,L-Ascorbic acid,0.003985559
Bilberry,Caffeic acid,0.000182614
Bilberry,Neochlorogenic acid,4.57E-05
Bilberry,Cyanidin 3-glucoside,0.00234203
Bilberry,Calcium,0.003903383
Bilberry,Chromium,2.05E-07
Bilberry,Phosphorus,0.003549567
Bilberry,Potassium,0.021594152
Bilberry,Sodium,0.000228268
Bilberry,Aluminum,9.59E-05
Bilberry,Boron,2.42E-05
Bilberry,Copper,1.60E-05
Bilberry,Manganese,0.000897093
Bilberry,Silicon,9.82E-05
Bilberry,Sulfur,0.002750629
Bilberry,Zinc,9.45E-05
Bilberry,Arsenic,4.57E-08
Bilberry,Cadmium,4.79E-08
Bilberry,Lead,1.69E-06
Bilberry,Isochlorogenic acid,0.00114134
Bilberry,1-Hexanol,9.13E-08
Bilberry,1-Pentanol,2.28E-07
Bilberry,4-Hexyl-gamma-butyrolactone,1.00E-07
Bilberry,Benzyl alcohol,3.65E-07
Bilberry,4-Methylphenol,4.57E-09
Bilberry,beta-D-Glucopyranose,0.135134651
Bilberry,2-Phenylethanol,9.13E-08
Bilberry,Riboflavine,1.14E-05
Bilberry,Eugenol,4.57E-08
Bilberry,Phenylacetaldehyde,1.37E-08
Bilberry,Methyl salicylate,4.57E-09
Bilberry,D-Fructose,0.173483674
Bilberry,Hexanoic acid,1.83E-07
Bilberry,Ursolic acid,0.0114134
Bilberry,alpha-Terpineol,6.85E-08
Bilberry,Citronellol,4.57E-09
Bilberry,beta-Carotene,0.000108359
Bilberry,Linalool,1.83E-08
Bilberry,Nerol,9.13E-09
Bilberry,Lutein,6.53E-05
Bilberry,Iron,0.000136961
Bilberry,Cyanidin 3-galactoside,0.001883211
Bilberry,Delphinidin 3-glucoside,0.003978711
Bilberry,Petunidin 3-glucoside,0.002513231
Common verbena,Verbenalin,0.142857143
Common verbena,Caffeic acid,0.285714286
Common verbena,Stachyose,0.571428571
Broad bean,Butein,1.27E-05
Broad bean,L-Tyrosine,0.022192536
Broad bean,L-Lysine,0.041447159
